Title,Company,Position,Deadline,Employment Type,Salary,Work Location,Grade,Stack,Link
매니지드 서비스,이노그리드,DevOps,상시,,,"서울 중구 을지로 100, B동 10층
지도보기·주소복사",무관,"['Linux', 'MSA', 'VPN', 'Windows', 'Network']",https://www.jumpit.co.kr/position/15837
Cloud 운영 개발자 모집,지니언스,DevOps,상시,,,"경기도 안양시 동안구 벌말로 66 평촌역 하이필드 A동 12층
지도보기·주소복사",무관,"['Kubernetes', 'AWS', 'Linux', 'Docker', 'Terraform']",https://www.jumpit.co.kr/position/15975
AMR System & Platform Engineer/Researcher,시스콘,DevOps,상시,,,"인천광역시 서구 로봇랜드로 155-30, 로봇R&D센터 4층
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['ROS', 'Docker', 'OpenCV', 'AI/인공지능', 'MachineLearning', 'DeepLearning', 'C++', 'Python', 'Linux', 'Ubuntu']",https://www.jumpit.co.kr/position/11839
[청년친화강소기업] 케이웨더㈜ 데브옵스 채용,케이웨더,DevOps,상시,,,"서울특별시 구로구 디지털로26길 5
지도보기·주소복사",무관,"['Docker', 'Kubernetes', 'K8S', 'Hadoop', 'HBase']",https://www.jumpit.co.kr/position/13731
System Engineer,오비이랩,DevOps,상시,,,"서울 강남구 테헤란로 312 13층
지도보기·주소복사",석사졸업 이상,"['Python', 'MATLAB', 'MCU', 'Pads']",https://www.jumpit.co.kr/position/16940
보안 관제(운영/분석) - 신입,위드네트웍스,보안엔지니어,상시,,,"경기 과천시 새술막길 39 kt과천스마트타워(중앙동)
지도보기·주소복사","대학졸업(2,3년) 이상","['Utm', 'VPN', 'IPS', 'FW', 'Network']",https://www.jumpit.co.kr/position/7976
"보안 부문 개발자(연봉 5,000~7,000/병역특례가능)",노르마,보안엔지니어,상시,,,"서울 성동구 아차산로15길 52 삼환디지털벤처타워 202~203호
지도보기·주소복사",대학교졸업(4년) 이상,"['network', 'isms', 'aws']",https://www.jumpit.co.kr/position/15313
정보 보안 운영 관리 엔지니어 (신입/경력),이스트게임즈,보안엔지니어,상시,,,"서울 서초구 반포대로 3, 5층
지도보기·주소복사",무관,"['Linux', 'Windows', 'Python', 'PHP', 'MySQL', 'ELK', 'C#', 'Network', 'DB', 'IPS']",https://www.jumpit.co.kr/position/1017
정보보안 담당자 채용,챔프스터디,보안엔지니어,상시,,,"서울 서초구 강남대로61길 23, 203호
지도보기·주소복사",고등학교졸업 이상(졸업예정자 가능),"['isms', 'aws', 'network', 'deta cloud', 'infra']",https://www.jumpit.co.kr/position/15601
보안솔루션 엔지니어,키미디에스,보안엔지니어,상시,,,"서울특별시 서초구 서초중앙로 14 하이트진로빌딩 17층
지도보기·주소복사",무관,['SW'],https://www.jumpit.co.kr/position/11764
네트워크 보안 엔지니어 신입 및 경력 모집,씨큐윈,보안엔지니어,상시,,,"서울 성동구 아차산로17길 49, 924호
지도보기·주소복사",무관,"['Apache Tomcat', 'MariaDB', 'OpenSSL', 'Apache HTTP Server', 'PostgreSQL', 'Ubuntu', 'Elasticsearch', 'CSS 3']",https://www.jumpit.co.kr/position/7356
사이버 위협 분석 (신입/경력),이글루코퍼레이션,보안엔지니어,2023-05-31,,,"서울 송파구 정의로8길 7
지도보기·주소복사",무관,"['AI/인공지능', 'CISA', 'CISSP', 'Hack', 'Network', 'Linux', 'Windows Server', 'Node.js']",https://www.jumpit.co.kr/position/8771
"정보보안담당자(MES, ERP) 상시채용",에이팩트,보안엔지니어,상시,,,"경기 안성시 서동대로 7280-26
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C', 'C#', 'C++', 'Linux', 'Visual C++', 'MES', 'ERP', 'Java', 'JavaScript']",https://www.jumpit.co.kr/position/14789
SQA,플래티어,QA,상시,,,"서울 송파구 법원로9길 26, D동 제6층
지도보기·주소복사","대학졸업(2,3년) 이상","['QA', 'SW']",https://www.jumpit.co.kr/position/16483
개발본부 QA 엔지니어,유진로봇,QA,2023-05-31,,,"인천 연수구 하모니로187번길 33
지도보기·주소복사","대학졸업(2,3년) 이상","['REST API', 'QA']",https://www.jumpit.co.kr/position/16601
[병역특례] QA담당 산업기능요원 모집,넛지헬스케어,QA,상시,,,"서울 강남구 역삼로1길 8
지도보기·주소복사",무관,"['QA', 'Selenium', 'Postman', 'REST API', 'Notion', 'Slack']",https://www.jumpit.co.kr/position/11995
QA 담당자,네오리진,QA,상시,,,"서울시 강남구 학동로 155 원영빌딩 3~4층
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['QA', 'Redmine', 'MySQL', 'Oracle', 'MariaDB', 'SW']",https://www.jumpit.co.kr/position/14690
[GMS] Test Automation Engineer,글로벌모터서비스,QA,상시,,,"서울 강남구 테헤란로 447, 14층
지도보기·주소복사",무관,"['python', 'javascript', 'android os', 'aws batch', 'linux']",https://www.jumpit.co.kr/position/15642
[뉴링크] QA (신입),뉴링크,QA,상시,,,"서울시 강남구 학동로 31길 12
지도보기·주소복사",무관,['QA'],https://www.jumpit.co.kr/position/5343
SQA 엔지니어,크리에이츠,QA,상시,,,"서울 강남구 봉은사로51길 31
지도보기·주소복사",무관,"['QA', 'Jira', 'SW', 'AWS']",https://www.jumpit.co.kr/position/16785
QA 신입/경력,엠브레인,QA,상시,,,"경기도 용인시 기흥구 서천로 201번길 11, 7층 제티-740호(농서동, 기흥테라타워 지식산업센터)
지도보기·주소복사",무관,"['QA', 'SW', 'HW']",https://www.jumpit.co.kr/position/11306
[울산] QA 엔지니어,인터엑스,QA,상시,,,"울산광역시 중구 종가6길 7, 10층(혁신 더테라스)
지도보기·주소복사","대학졸업(2,3년) 이상","['github', 'sw', 'qa']",https://www.jumpit.co.kr/position/15541
"통신 Protocol 시험, 검증, 분석",썬더소프트코리아,QA,상시,,,"경기도 화성시 삼성1로 5길 (동탄 IT단지 내)
지도보기·주소복사",무관,"['RF', 'QA']",https://www.jumpit.co.kr/position/10602
QA(Quality Assurance Analyst),클라썸,QA,상시,,,"서울 강남구 테헤란로2길 27, 14층 1401호
지도보기·주소복사",대학교졸업(4년) 이상,"['Jira', 'QA']",https://www.jumpit.co.kr/position/13727
자동차 Infotainment Test Automation 개발자,티스퀘어랩,QA,상시,,,"인천시 중구 공항동로 136
지도보기·주소복사",무관,"['Python', 'C++', 'QA']",https://www.jumpit.co.kr/position/2771
품질관리/PMO,오케스트로,QA,상시,,,"서울시 영등포구 여의대로 108 PARC1 NH금융타워(PARK ONE TOWER 2) 빌딩 43층
지도보기·주소복사",무관,"['SW', 'QA', 'Microsoft Office 365', 'Confluence', 'Jira']",https://www.jumpit.co.kr/position/12817
QA / Test 엔지니어 채용(서울역 / 을지로),컴즈,QA,상시,,,"서울시 중구 서울역 / 을지로3가역 부근
지도보기·주소복사","대학졸업(2,3년) 이상",['QA'],https://www.jumpit.co.kr/position/4093
QA / Test 엔지니어 채용(분당),컴즈,QA,상시,,,"성남시 분당구 서현역 부근
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)",['QA'],https://www.jumpit.co.kr/position/4090
QA / Test 엔지니어 채용(강남),컴즈,QA,상시,,,"서울시 강남구 도곡동
지도보기·주소복사","대학졸업(2,3년) 이상",['QA'],https://www.jumpit.co.kr/position/4091
QA,위메이드,QA,2023-05-31,,,"경기 성남시 분당구 대왕판교로644번길 49, 코리아벤처타운업무시설 비블럭
지도보기·주소복사",무관,['QA'],https://www.jumpit.co.kr/position/2055
QA/테스트 엔지니어,와이즈스톤티,QA,상시,,,"서울 서초구 서운로 34 우정빌딩 지하1층,4층,5층
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['QA', 'Jira', 'Mantis', 'Redmine']",https://www.jumpit.co.kr/position/16538
Software Quality Assurance (신입 가능),네비웍스,QA,상시,,,"경기도 안양시 동안구 부림로170번길 41-18
지도보기·주소복사",무관,"['SW', 'GitLab']",https://www.jumpit.co.kr/position/16728
[수원] 전장 SW 테스트엔지니어 모집(QA/검증),인피닉,QA,2023-06-26,,,"경기 수원시 영통구 덕영대로 1556번길 16
지도보기·주소복사",무관,"['QA', 'Python', 'C']",https://www.jumpit.co.kr/position/16872
[신입/경력] 자율주행 PM,에이스랩,개발PM,상시,,,"서울시 강남구 언주로 81길 13 4층
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['Asana', 'Notion', 'Microsoft Office 365']",https://www.jumpit.co.kr/position/14254
품질관리/PMO,오케스트로,개발PM,상시,,,"서울시 영등포구 여의대로 108 PARC1 NH금융타워(PARK ONE TOWER 2) 빌딩 43층
지도보기·주소복사",무관,"['SW', 'QA', 'Microsoft Office 365', 'Confluence', 'Jira']",https://www.jumpit.co.kr/position/12817
프로젝트 어시스턴트,라라스테이션,개발PM,상시,,,"서울특별시 강남구 봉은사로18길 71
지도보기·주소복사",대학교졸업(4년) 이상,"['java', 'microsoft office 365']",https://www.jumpit.co.kr/position/15173
[알지티] 자율주행 F/W엔지니어,알지티,HW/임베디드,상시,,,"서울시 금천구 벚꽃로 234, 에이스하이엔드타워 6차, 802호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C', 'C++', 'Python', 'Orcad', 'FW']",https://www.jumpit.co.kr/position/8690
RF ICs Design & Layout Engineer 신입/경력,베렉스,HW/임베디드,상시,,,"서울 강남구 삼성로67길 6
지도보기·주소복사",대학교졸업(4년) 이상,"['RF', 'PCB', 'HW', 'Switch']",https://www.jumpit.co.kr/position/14684
[전문연구원 가능] SoC Design Engineer,모빌린트,HW/임베디드,상시,,,"서울 강남구 테헤란로19길 5, 7층
지도보기·주소복사",대학교졸업(4년) 이상,"['Verilog', 'EDA', 'ASIC', 'FPGA', 'Python', 'c++', 'c', 'Java']",https://www.jumpit.co.kr/position/10028
[알지티] H/W 개발자,알지티,HW/임베디드,상시,,,"서울시 금천구 벚꽃로 234, 에이스하이엔드타워 6차, 802호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['c++', 'python', 'vba', 'vhdl', 'analog', 'mcu', 'hw', 'c']",https://www.jumpit.co.kr/position/15046
Windows Device Driver 개발자,엠투아이코퍼레이션,HW/임베디드,상시,,,"경기도 안양시 동안구 시민대로 327번길 11-35
지도보기·주소복사",대학교졸업(4년) 이상,"['Embedded', 'Linux', 'FW', 'Windows', 'Git', 'C', 'C++', 'Embedded Linux']",https://www.jumpit.co.kr/position/14545
AI 컴파일러 엔지니어 채용,에너자이,HW/임베디드,상시,,,"(06159) 서울특별시 강남구 테헤란로 431 6층 6006호(삼성동, 저스트코타워)
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C', 'C++', 'Scala', 'Haskell', 'F#', 'PyTorch', 'TensorFlow']",https://www.jumpit.co.kr/position/8955
하드웨어 개발자 신입 채용,엠투아이코퍼레이션,HW/임베디드,상시,,,"경기도 안양시 동안구 시민대로 327번길 11-35
지도보기·주소복사",대학교졸업(4년) 이상,"['HW', 'Orcad', 'Pads']",https://www.jumpit.co.kr/position/14542
[신입] 반도체 회로 설계 개발자 채용,블루닷,HW/임베디드,상시,,,"서울 강남구 언주로 527, 4층
지도보기·주소복사",대학교졸업(4년) 이상,"['c', 'c++', 'verilog', 'shell', 'python']",https://www.jumpit.co.kr/position/15154
임베디드 개발자,피피솔,HW/임베디드,상시,,,"서울 금천구 서부샛길 606, B동 2311호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C', 'C++', 'Spring Boot', 'ExpressJS', 'Node.js', 'Visual Studio Code', 'MySQL', 'Git', 'GitHub', 'Linux']",https://www.jumpit.co.kr/position/14148
통신 FPGA HDL 설계 엔지니어,테크플렉스,HW/임베디드,상시,,,"대전시 유성구 덕명로71번길 16
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),['FPGA'],https://www.jumpit.co.kr/position/3110
아날로그 IC설계 엔지니어,지니틱스,HW/임베디드,상시,,,"경기 용인시 기흥구 흥덕1로 13, 1901호
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['HW', 'Analog', 'C', 'C++']",https://www.jumpit.co.kr/position/10065
연구소 비전 검사 및 자동화장비 광학 C/S 신입 모집,이엘피,HW/임베디드,상시,,,"경기 화성시 삼성1로2길 29 (주)이엘피
지도보기·주소복사","대학졸업(2,3년) 이상","['C', 'HW']",https://www.jumpit.co.kr/position/16470
Digital HW 개발,삼지전자,HW/임베디드,상시,,,"경기도 화성시 금곡로 63-27 (금곡동)
지도보기·주소복사",대학교졸업(4년) 이상,"['FPGA', 'HW']",https://www.jumpit.co.kr/position/14527
모터센스사업부 HW개발자,이파피루스,HW/임베디드,상시,,,"경기 성남시 분당구 판교역로 230, 비동4층 408,409,410호
지도보기·주소복사",무관,"['HW', 'PCB', 'Embedded']",https://www.jumpit.co.kr/position/3953
차량용 블랙박스 개발자,엠브레인,HW/임베디드,상시,,,"경기도 용인시 기흥구 서천로 201번길 11, 740호(농서동, 기흥테라타워)
지도보기·주소복사",무관,"['C', 'C++', 'Embedded', 'JavaScript', 'PHP']",https://www.jumpit.co.kr/position/802
HW/임베디드 신입 및 경력,라온로드,HW/임베디드,상시,,,"경기도 성남시 분당구 판교로 723B동 406-1호
지도보기·주소복사",대학교졸업(4년) 이상,"['Linux', 'Embedded', 'C++', 'OpenCV', 'FFMPEG', 'HW']",https://www.jumpit.co.kr/position/16028
[에스알] 하드웨어 개발 연구원 H/W,에스알,HW/임베디드,상시,,,"경기도 의왕시 오봉산단1로 50-8
지도보기·주소복사","대학졸업(2,3년) 이상","['Orcad', 'Pads', 'SMPS', 'PCB', 'HW', 'MCU']",https://www.jumpit.co.kr/position/14449
디지털헬스케어 플랫폼 임베디드 개발자 (병역특례 가능),엑소시스템즈,HW/임베디드,상시,,,"경기 성남시 수정구 창업로 54, LH기업성장센터
지도보기·주소복사",대학교졸업(4년) 이상,"['HW', 'Embedded', 'Analog', 'FW']",https://www.jumpit.co.kr/position/4448
임베디드 영상처리 어플리케이션 개발자,에너자이,HW/임베디드,상시,,,"서울특별시 강남구 테헤란로431, 6층 6006호
지도보기·주소복사",고등학교졸업 이상(졸업예정자 가능),"['C', 'C++', 'Python', 'android os', 'yocto', 'linux', 'embedded', 'AI/인공지능']",https://www.jumpit.co.kr/position/15471
[본사] 5G 시스템 개발자 모집,에스넷아이씨티,HW/임베디드,상시,,,"서울 송파구 법원로11길 25, A동 1304호, 1305호, 1306호
지도보기·주소복사",무관,"['C', 'C++', 'Python', 'Linux', 'FPGA']",https://www.jumpit.co.kr/position/13665
[신입/경력] 임베디드 엔지니어,에이스랩,HW/임베디드,상시,,,"서울시 강남구 언주로 81길 13 4층
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C', 'C++', 'RTOS', 'ethernet', 'Embedded']",https://www.jumpit.co.kr/position/14242
전력기기 HW / FW 개발,피닉슨컨트롤스,HW/임베디드,2023-05-31,,,"경기 화성시 동탄대로21길 24
지도보기·주소복사",대학교졸업(4년) 이상,"['HW', 'FW', 'ARM', 'PCB']",https://www.jumpit.co.kr/position/11605
Linux 개발자 신입/경력 채용,엠투아이코퍼레이션,HW/임베디드,상시,,,"경기도 안양시 동안구 시민대로 327번길 11-35
지도보기·주소복사",대학교졸업(4년) 이상,"['Embedded Linux', 'FW', 'C', 'C++']",https://www.jumpit.co.kr/position/15714
[에스알] 펌웨어 개발 연구원 F/W,에스알,HW/임베디드,상시,,,"경기도 의왕시 오봉산단1로 50-8
지도보기·주소복사","대학졸업(2,3년) 이상","['Orcad', 'Pads', 'SMPS', 'PCB', 'FW', 'HW']",https://www.jumpit.co.kr/position/14451
영상신호처리 관련 FPGA 개발자,웨이브일렉트로닉스,HW/임베디드,상시,,,"경기 수원시 권선구 수인로 47
지도보기·주소복사","대학졸업(2,3년) 이상","['FPGA', 'HW', 'Orcad']",https://www.jumpit.co.kr/position/5097
"머신비전 임베디드 개발자 (펌웨어, FPGA)",아이코어,HW/임베디드,상시,,,"경기도 안양시 동안구 엘에스로116번길 25-32 1043호
지도보기·주소복사",대학교졸업(4년) 이상,"['FPGA', 'VHDL', 'Verilog', 'FW', 'Embedded']",https://www.jumpit.co.kr/position/9258
신호처리 관련 RF/Digital Logic 개발자,넷커스터마이즈,HW/임베디드,상시,,,"대전시 유성구 유성대로 1184번길 29
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['RF', 'Orcad', 'C++']",https://www.jumpit.co.kr/position/5208
반도체 검사장비 HW(하드웨어) 신입 및 경력직 채용,블루이엔지,HW/임베디드,상시,,,"경기 안양시 동안구 시민대로109번길 24-3, 1층
지도보기·주소복사","대학졸업(2,3년) 이상","['FW', 'HW', 'Orcad', 'Embedded']",https://www.jumpit.co.kr/position/3118
머신비전 하드웨어 개발자,아이코어,HW/임베디드,상시,,,"경기도 안양시 동안구 엘에스로116번길 25-32 1043호
지도보기·주소복사",대학교졸업(4년) 이상,"['HW', 'PCB']",https://www.jumpit.co.kr/position/9259
디지털 IC설계 엔지니어,지니틱스,HW/임베디드,상시,,,"경기 용인시 기흥구 흥덕1로 13, 1901호
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['MCU', 'HW', 'C', 'C++', 'Verilog', 'FPGA']",https://www.jumpit.co.kr/position/10056
PLC 제어,쎄크,HW/임베디드,상시,,,"경기도 수원시 권선구 산업로155번길 111 (주)쎄크
지도보기·주소복사","대학졸업(2,3년) 이상","['HW', 'SW']",https://www.jumpit.co.kr/position/8558
하드웨어/임베디드,맥스로직,HW/임베디드,상시,,,"경기도 광명시 하안로60, 광명 SK테크노파크 D동 712호
지도보기·주소복사",무관,"['Orcad', 'Pads', 'PCB', 'Embedded', 'Azure IoT Hub', 'HW']",https://www.jumpit.co.kr/position/12151
전력변환장치 개발자 모집,인텍에프에이,HW/임베디드,상시,,,"경기도 용인시 기흥구 탑실로35번길 63
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['FW', 'HW', 'C', 'ARM', 'Arduino', 'PCB']",https://www.jumpit.co.kr/position/12996
소프트웨어/임베디드,맥스로직,HW/임베디드,상시,,,"경기도 광명시 하안로60, 광명 SK테크노파크 D동 712호
지도보기·주소복사",무관,"['Embedded Linux', 'C++', 'MQTT', 'Android OS', 'Azure IoT Hub', 'MCU', 'C', 'FW', 'Embedded']",https://www.jumpit.co.kr/position/12150
영상신호처리 관련 H/W 개발자,웨이브일렉트로닉스,HW/임베디드,상시,,,"경기 수원시 권선구 수인로 47
지도보기·주소복사",대학교졸업(4년) 이상,"['HW', 'FPGA', 'Orcad']",https://www.jumpit.co.kr/position/5096
펌웨어 개발자 모집,비솔,HW/임베디드,상시,,,"경기도 광명시 안양천로 502번길 15, 601호 (철산동, 광명테크노타운)
지도보기·주소복사","대학졸업(2,3년) 이상","['C', 'C++', 'FW', 'Linux']",https://www.jumpit.co.kr/position/14878
시스템 HW 개발,삼지전자,HW/임베디드,상시,,,"경기도 화성시 금곡로 63-27 (금곡동)
지도보기·주소복사",대학교졸업(4년) 이상,['HW'],https://www.jumpit.co.kr/position/14528
차량용 블랙박스 H/W 개발자,엠브레인,HW/임베디드,상시,,,"경기도 용인시 기흥구 서천로 201번길 11, 7층 제티-740호(농서동, 기흥테라타워 지식산업센터)
지도보기·주소복사",무관,"['Pads', 'Orcad', 'HW']",https://www.jumpit.co.kr/position/11307
기업부설연구소 MCU F/W 개발(신입),에스디티,HW/임베디드,상시,,,"서울특별시 강남구 테헤란로44길5, 10층(대아빌딩)
지도보기·주소복사","대학졸업(2,3년) 이상","['MCU', 'FW', 'C', 'C++', 'HW']",https://www.jumpit.co.kr/position/14417
[연구실험장비] 하드웨어/펌웨어 개발자,제이오텍,HW/임베디드,상시,,,"대전광역시 유성구 테크노2로 153
지도보기·주소복사",대학교졸업(4년) 이상,"['FW', 'HW']",https://www.jumpit.co.kr/position/16580
전자회로 HW FW 개발자 신입 채용,텔트론,HW/임베디드,상시,,,"대전시 유성구 가정북로 26-41 ITplex빌딩 2층
지도보기·주소복사",대학교졸업(4년) 이상,"['hw', 'fw', 'orcad', 'pads']",https://www.jumpit.co.kr/position/15118
SW/임베디드 정규직 채용,네오티스,HW/임베디드,상시,,,"경기도 안성시 죽산면 용대길 38-9
지도보기·주소복사",대학교졸업(4년) 이상,"['C', 'C++', 'HW', 'Embedded', 'SW']",https://www.jumpit.co.kr/position/13832
SW 개발자 (신입/경력),백금티앤에이,HW/임베디드,상시,,,"경기 군포시 엘에스로 153-18, L&C타워 5,6층
지도보기·주소복사",대학교졸업(4년) 이상,"['C', 'C++', 'Python', 'AWS', 'Embedded', 'Linux', 'SW', 'iOS', 'OpenCV', 'FW']",https://www.jumpit.co.kr/position/6966
HW/임베디드 신입 및 경력사원 채용,한슬,HW/임베디드,상시,,,"대구광역시 달서구 성서공단북로 305
지도보기·주소복사",대학교졸업(4년) 이상,"['HW', 'FW']",https://www.jumpit.co.kr/position/13758
하드웨어 개발자,시드코어,HW/임베디드,상시,,,"대전시 유성구 유성대로 1628번길 37-17
지도보기·주소복사",무관,"['dm', 'pci proxy', 'pcb', 'embedded']",https://www.jumpit.co.kr/position/15415
H/W 설계 개발자 모집(신입),앤씨앤,HW/임베디드,상시,,,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층
지도보기·주소복사",대학교졸업(4년) 이상,"['HW', 'Pads', 'Orcad']",https://www.jumpit.co.kr/position/14769
Firmware 개발 경력자,빈센,HW/임베디드,상시,,,"전남 영암군 삼호읍 대불주거1로 158
지도보기·주소복사",무관,"['C++', 'HW', 'FW']",https://www.jumpit.co.kr/position/6424
HW개발자 (신입),바텍,HW/임베디드,상시,,,"경기도 화성시 삼성1로2길 13
지도보기·주소복사",무관,"['HW', 'MCU', 'Orcad', 'Autocad']",https://www.jumpit.co.kr/position/15885
System Engineer,오비이랩,HW/임베디드,상시,,,"서울 강남구 테헤란로 312 13층
지도보기·주소복사",석사졸업 이상,"['Python', 'MATLAB', 'MCU', 'Pads']",https://www.jumpit.co.kr/position/16940
임베디드 응용 프로그램 개발자 신입/경력 채용,쿤텍,HW/임베디드,상시,,,"경기 성남시 수정구 창업로 54, LH기업성장센터 나동 232호
지도보기·주소복사",무관,"['C', 'C++', 'Embedded']",https://www.jumpit.co.kr/position/16094
Embedded Vision System,엠코프,HW/임베디드,상시,,,"서울 강동구 구천면로 153, 2층 201호
지도보기·주소복사","대학졸업(2,3년) 이상","['Embedded Linux', 'C++', 'BigData', 'MSSQL', 'Visual Studio', 'Delphi', 'Embedded']",https://www.jumpit.co.kr/position/16537
"수옵틱스 (광학기기제조업)_전자 H/W, F/W설계 연구원 모집(서울근무)",수옵틱스,HW/임베디드,상시,,,"서울구로구 디지털로 242 한화비즈메트로 1차 301호
지도보기·주소복사","대학졸업(2,3년) 이상","['HW', 'FW', 'Orcad']",https://www.jumpit.co.kr/position/13058
[HFR] 무선통신 장비개발 신입사원 및 대리급 인재 모집 (안양근무),에치에프알,HW/임베디드,상시,,,"경기 안양시 동안구 학의로 282 금강펜테리움IT타워 B동 5층
지도보기·주소복사",대학교졸업(4년) 이상,"['labview', 'Python']",https://www.jumpit.co.kr/position/16130
C# Winform 개발 신입 및 경력 채용(사내 ERP 개발 및 운영),에이아이에프솔루션,소프트웨어,상시,,,"서울서 성동구 광나루로 144, 1210호(더스페이스타워)
지도보기·주소복사",무관,"['c#', 'mssql']",https://www.jumpit.co.kr/position/15021
[알지티] S/W 엔지니어,알지티,소프트웨어,상시,,,"서울시 금천구 벚꽃로 234, 에이스하이엔드타워 6차, 802호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C++', 'C', 'Python', 'Linux', 'ROS', 'SW', 'Network']",https://www.jumpit.co.kr/position/8688
[전문연구원 가능] Software Engineer,모빌린트,소프트웨어,상시,,,"서울 강남구 테헤란로19길 5, 7층
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C++', 'Linux', 'Python', 'Embedded', 'c']",https://www.jumpit.co.kr/position/10027
Web Software Engineer (경력 및 신입/전문연구요원 가능),이마고웍스,소프트웨어,상시,,,"서울시 강남구 강남대로 636
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C++', 'TypeScript', 'Rust', 'React', 'AZURE']",https://www.jumpit.co.kr/position/8992
시스템 소프트웨어 개발자(신입),펜타시큐리티시스템,소프트웨어,상시,,,"서울특별시 영등포구 여의공원로 115 세우빌딩 8층 / 9층
지도보기·주소복사",무관,"['C', 'C++', 'Python', 'Shell', 'HW', 'Linux', 'Git']",https://www.jumpit.co.kr/position/15005
SQA,플래티어,소프트웨어,상시,,,"서울 송파구 법원로9길 26, D동 제6층
지도보기·주소복사","대학졸업(2,3년) 이상","['QA', 'SW']",https://www.jumpit.co.kr/position/16483
[신입/경력] 비디오 코덱 엔지니어 채용,블루닷,소프트웨어,상시,,,"서울 강남구 언주로 527, 4층
지도보기·주소복사",대학교졸업(4년) 이상,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab']",https://www.jumpit.co.kr/position/15100
[울산] C# .NET 개발자,인터엑스,소프트웨어,상시,,,"울산광역시 중구 종가6길 7, 10층(혁신 더테라스)
지도보기·주소복사",무관,"['.NET', 'WPF', 'ASP.NET', 'SW', 'C#', 'MES']",https://www.jumpit.co.kr/position/14407
윈도우 응용 프로그래머(C++),네비웍스,소프트웨어,상시,,,"경기도 안양시 동안구 부림로170번길 41-18
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C', 'C++', 'C#', 'TCP/IP', 'GUI', 'Mfc']",https://www.jumpit.co.kr/position/16256
[병역특례 지원 가능] 소프트웨어 개발 (BSP),드림에이스,소프트웨어,2023-05-31,,,"서울시 성동구 성수일로 19, 유한타워 1-3층, 8층
지도보기·주소복사",무관,"['Linux', 'Android OS', 'Embedded', 'Embedded Linux', 'C++', 'C']",https://www.jumpit.co.kr/position/16004
리눅스 기반 C/C++ Networking Program 개발자 채용,두두원,소프트웨어,상시,,,"대전 유성구 노은동로75번길 89 303호
지도보기·주소복사","대학졸업(2,3년) 이상","['C', 'C++', 'SW']",https://www.jumpit.co.kr/position/15712
[부산] 기술연구소 응용소프트웨어 개발담당자 모집,모니텍,소프트웨어,상시,,,"부산 사상구 새벽시장로 92 .
지도보기·주소복사",대학교졸업(4년) 이상,"['C#', 'SW']",https://www.jumpit.co.kr/position/16885
SW 엔지니어 모집,에이플러스소프트,소프트웨어,상시,,,"서울 영등포구 국회대로66길 17, 8층 2호
지도보기·주소복사","대학졸업(2,3년) 이상",['sw'],https://www.jumpit.co.kr/position/15537
"CAD, 그래픽스 연구개발직 (전문연구요원 가능)",이마고웍스,소프트웨어,상시,,,"서울시 강남구 강남대로 636
지도보기·주소복사",석사졸업 이상,"['SW', '3D Rendering', 'C++']",https://www.jumpit.co.kr/position/11461
[알지티] Smart system engineer,알지티,소프트웨어,상시,,,"서울시 금천구 벚꽃로 234, 에이스하이엔드타워 6차, 802호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C++', 'ROS']",https://www.jumpit.co.kr/position/8687
SW 엔지니어 채용(개발자/서울 근무),코드마인드,소프트웨어,상시,,,"서울시 구로구 디지털로 26길 61 에이스하이엔드타워2차 504호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['Java', 'Scala', 'F#', 'SW']",https://www.jumpit.co.kr/position/13992
어플리케이션 개발자,엠투아이코퍼레이션,소프트웨어,상시,,,"경기도 안양시 동안구 시민대로 327번길 11-35
지도보기·주소복사",대학교졸업(4년) 이상,"['SW', 'C++', 'Qt']",https://www.jumpit.co.kr/position/14637
