백엔드,프론트엔드,웹개발,모바일,게임개발,DBA,데이터 엔지니어,AL/ML,DevOps,VR/AR/3D,블록체인
"{'Azure', 'Vue.JS', 'Apache', 'jQuery', 'Electron', 'elasticsearch', 'Hyperledger Fabric', 'AdonisJS', 'NoSQL', 'Spring', 'HTML', 'Argo', 'Kubernetes', 'MQTT', 'Go', 'Selenium', 'MySQL', 'Python', 'C / C++', 'Microsoft IIS', 'Sequelize.js', 'TypeScript', 'Git', 'ExpressJS', 'Datadog', 'Linux', 'Nest.js', 'PostgreSQL', 'SASS', 'Nginx', 'SQL', 'Flask', 'K8S', 'Django', '.NET', 'Dockerized', 'MongoDB', 'Kotlin', 'React', 'C#', 'Redux', 'Angular', 'Mybatis', 'Node.js', 'Unity', 'Redmine', 'AWS', 'MariaDB', 'GCP', 'Docker', 'Redis', 'Prometheus', 'JavaScript', 'MSA', 'Kafka', 'MSSQL', 'CSS', 'Jenkins', 'Java', 'PHP', 'Grafana', 'ElasticSearch'}","{'JSX', 'fastlane', 'Flutter', 'Vue.JS', 'PM2', 'Firebase', 'jQuery', 'Apache', 'React Native', 'Electron', 'NoSQL', 'HTML', 'Protobuf', 'MQTT', 'H2 Database', 'MySQL', 'Python', 'TypeScript', 'Figma', 'Git', 'Next.js', 'Linux', 'D3.js', 'Swift', 'SASS', 'Nginx', 'SQL', 'Kotlin', 'React', 'Angular', 'C#', 'Redux', 'Node.js', 'AWS', 'Nuxt.js', 'Docker', 'OAuth2', 'JavaScript', 'CSS', 'Java', 'PHP', 'MongoDB'}","{'JSX', 'Flutter', 'Azure', 'Vue.JS', 'Apache', 'jQuery', 'React Native', 'Spring', 'HTML', 'jquery', 'H2 Database', 'Go', 'MySQL', 'Python', 'C / C++', 'TypeScript', 'ASP.NET', 'Git', 'Next.js', 'ExpressJS', 'Linux', 'SASS', 'PostgreSQL', 'Nginx', 'SQL', '.NET', 'Flask', 'Django', 'Kotlin', 'React', 'PHP', 'C#', 'Angular', 'Mybatis', 'Node.js', 'AWS', 'MariaDB', 'JavaScript', 'JSP', 'MSA', 'MSSQL', 'CSS', 'Java', 'SQL 서버', 'MongoDB'}","{'Git', 'AWS', 'Linux', 'Swift', 'HTML', 'OkHttp', 'Rxswift', 'Firebase', 'Objective-C', 'React', 'React Native', 'C / C++', 'Kotlin', 'Notion', 'Java', 'Zeplin', 'Spring', 'Figma'}","{'Azure', 'Objective-C', 'NoSQL', 'HTML', 'Go', 'MySQL', 'Python', 'Vert.x', 'C / C++', 'Git', 'Linux', 'Swift', 'Kotlin', 'C#', 'c#', 'Unity', 'Node.js', 'AWS', 'Docker', 'Redis', 'JavaScript', 'OpenGL', 'Jenkins', 'Java', 'MongoDB'}","{'Git', 'AWS', 'MariaDB', 'NoSQL', 'Redis', 'Tensorflow', 'Python', 'Pandas', 'NumPy', 'EDA', 'MySQL', 'Airflow', 'SQL', 'Shell', 'MSSQL', 'FastAPI', 'PyTorch', 'Spark'}","{'AWS', 'Redash', 'Snowflake', 'MATLAB', 'Data Studio', 'Hadoop', 'R', 'SQL', 'Python', 'Kafka', 'Tensorflow', 'Notion', 'Superset', 'NoSQL', 'Spark'}","{'MATLAB', 'Keras', 'R', 'Pandas', 'scikit-learn', 'Spring', 'JIRA', 'Kubernetes', 'Selenium', 'MySQL', 'Python', 'C / C++', 'OpenCV', 'Git', 'Linux', 'Hadoop', 'caffe2', 'NumPy', '.NET', 'SQL', 'C#', 'c#', 'AWS', 'MariaDB', 'Docker', 'Redis', 'Tensorflow', 'EDA', 'Kafka', 'OpenGL', 'Jenkins', 'FastAPI', 'PyTorch'}","{'MATLAB', 'Apache', 'HBase', 'IBM Containers', 'NoSQL', 'JIRA', 'Shell', 'Spring', 'Kubernetes', 'Red Hat Enterprise Linux', 'Cloud CMS', 'ELK', 'Rust', 'MySQL', 'Python', 'C / C++', 'OpenCV', 'GNU Bash', 'Git', 'Linux', 'MCU', 'PostgreSQL', 'Hadoop', 'Nginx', 'K8S', 'Bitbucket', 'Redux', 'Node.js', 'Redmine', 'AWS', 'GCP', 'Docker', 'Redis', 'JavaScript', 'Terraform', 'MSA', 'MSSQL', 'Ansible', 'Jenkins', 'Java', 'PHP'}","{'Git', 'Kubernetes', 'Docker', 'C / C++', 'OpenCV', 'C#', 'Unity', 'PyTorch'}","{'AWS', 'Kubernetes', 'Linux', 'GCP', 'Docker', 'Vue.JS', 'Go', 'Angular', 'Hyperledger Fabric', 'C / C++', 'Kotlin', 'React', 'Java', 'Node.js', 'Figma'}"
